"","variablename","collunitid","age","agetype","ageolder","ageyounger","chronologyid","chronologyname","units","value","context","element","taxonid","symmetry","taxongroup","elementtype","ecologicalgroup","analysisunitid","sampleanalyst","sampleid","depth","thickness","samplename","datasetid","database","datasettype","age_range_old","age_range_young","datasetnotes","siteid","sitename","lat","long","area","sitenotes","description","elev","handle","colldate","location","waterdepth","collunittype","collectiondevice","defaultchronology","collectionunitname","depositionalenvironment","family","genus","species","REGION"
"6710830","Hydrocotyle","37970",61,"Calibrated radiocarbon years BP",NA,NA,37235,"cal yr BP","NISP",1,NA,"pollen",514,NA,"Vascular plants","pollen","AQVP",391285,"Plunkett, Gill","511448",5.5,NA,NA,"52170","European Pollen Database","pollen",6050,61,"Data contributed by Plunkett, G. to the EPD/Neotoma.","28127","Edercloon",53.81556,-7.89611,NA,"close to archaeological site","Raised bog. Physiography: depression. Surrounding vegetation: wetland and pastureland.",NA,"EDC3",2006-06-01,"beside the archaeological site",NA,NA,"Russian corer (10cm)",37235,NA,"Raised Bog","Araliaceae","Hydrocotyle",NA,"Europe"
"5703859","Ericales undiff.","37972",NA,NA,NA,NA,NA,NA,"NISP",13,NA,"pollen",849,NA,"Vascular plants","pollen","TRSH",391571,"NA","512506",8,NA,NA,"52177","European Pollen Database","pollen",NA,NA,NA,"28128","Vlieland Strand III",53.26753,4.95487,NA,NA,"A core taken from the beach of Vlieland (one of the Waddeneilanden, in the North of the Netherlands). Part of a series of cores taken along this beach.",NA,"VLIESIII",NA,NA,NA,NA,NA,NA,NA,"Marine Beach",NA,NA,NA,"Europe"
"6096097","Juniperus","37973",-32,"Calibrated radiocarbon years BP",41,-99,37236,"Bacon","NISP",1,NA,"pollen",983,NA,"Vascular plants","pollen","TRSH",391579,"NA","512508",0,NA,NA,"52179","European Pollen Database","pollen",3398,-99,NA,"28129","Vlieland Strand IV",53.27939,4.97847,NA,NA,"A core taken from the beach of Vlieland (one of the Waddeneilanden, in the North of the Netherlands). Part of a series of cores taken along this beach.",NA,"VLIESIV",NA,NA,NA,NA,NA,37236,NA,"Marine Beach","Cupressaceae","Juniperus",NA,"Europe"
"5700706","Ericales undiff.","37974",NA,NA,NA,NA,NA,NA,"NISP",4,NA,"pollen",849,NA,"Vascular plants","pollen","TRSH",391585,"NA","512516",1,NA,NA,"52181","European Pollen Database","pollen",NA,NA,NA,"28130","Vlieland Strand I",53.30294,5.04224,NA,NA,"A core taken from the beach of Vlieland (one of the Waddeneilanden, in the North of the Netherlands). Part of a series of cores taken along this beach.",NA,"VLIESI",NA,NA,NA,NA,NA,NA,NA,"Marine Beach",NA,NA,NA,"Europe"
"1416506","Betula","37975",-17.83,"Calibrated radiocarbon years BP",NA,NA,37237,"Author's Chronology","NISP",2,NA,"pollen",29,NA,"Vascular plants","pollen","TRSH",391589,"van der Knaap, W. O. (Pim)","512525",0.5,0.5,NA,"52183","European Pollen Database","pollen",1851.4,-17.83,NA,"28131","Stuphallet",79.96056,11.66683,NA,NA,"mire below bird cliff",NA,"STUPH-1",1981-08-31,"middle of bog, along incised stream",0,NA,"spade",37237,NA,"Mire","Betulaceae","Betula",NA,"Europe"
"5170988","Alisma","37977",NA,NA,NA,NA,NA,NA,"NISP",1,NA,"pollen",513,NA,"Vascular plants","pollen","AQVP",391707,"NA","512627",490,NA,NA,"52185","European Pollen Database","pollen",NA,NA,NA,"28132","Kostverlorenveen",53.10916,6.54776,NA,NA,"Kostverloren Veen is one of the most northeasterly pingo remnants mapped in the Netherlands. A series of three remnants occurin this area, on the east-facing slope of the Eelder Diepvalley, formerly a part of the Drentsche Aa drainagesystem. The depressions are 100–150min diameter and are formed within fluvial valley deposits (sorted sands and gravels) of the Middle Weichselian Aa Deposits.",NA,"KOSVER",2000-11-01,NA,NA,NA,"Livingstone Corer",NA,NA,"Riverine","Alismataceae","Alisma",NA,"Europe"
"1725837","Amaranthaceae","37978",12144,"Calibrated radiocarbon years BP",12519,11731,37239,"ChronAMS","NISP",2,NA,"pollen",391,NA,"Vascular plants","pollen","UPHE",391709,"NA","512644",30,NA,NA,"52187","European Pollen Database","pollen",14990,11731,NA,"28133","Gulickshof",51.06028,5.89722,NA,NA,"The basin in which the calcareous deposits have been formed is part of the older Weichselian Meuse terrace.",NA,"GULCI",NA,NA,NA,NA,"Livingstone corer and gouge auger",37239,NA,"River Terrace","Amaranthaceae",NA,NA,"Europe"
"8014908","Cerastium alpinum-type","37979",31,"Calibrated radiocarbon years BP",NA,NA,37241,"Author's Chronology","NISP",1,NA,"pollen",4027,NA,"Vascular plants","pollen","UPHE",391781,"van der Knaap, W. O. (Pim)","512715",0,0.5,NA,"52189","European Pollen Database","pollen",4999.62,31,NA,"28134","Stuphallet",79.96083,11.59694,NA,NA,"mire below bird cliff",NA,"STUPH-2",1981-08-31,"middle of mire, along incision by meltwater stream",0,NA,"spade",37241,NA,"Terrestrial","Caryophyllaceae","Cerastium",NA,"Europe"
"4795806","Ambrosia","37980",-30,"Calendar years BP",NA,NA,37242,"Author's Chronology","NISP",1,NA,"pollen",345,NA,"Vascular plants","pollen","UPHE",391846,"van Leeuwen, Jacqueline","512775",0,NA,NA,"52191","European Pollen Database","pollen",700,-30,"The table with concdentration data in van der Knaap (1983) was used to reconstruct the lost counts of microfossils and added exote.","28135","Søre Salatberget",79.74,10.80421,NA,NA,"steep, rocky bird cliff",NA,"V2-D",1980-08-31,"small, less steep, vegetated patch",0,NA,"spade",37242,NA,"Terrestrial","Asteraceae","Ambrosia",NA,"Europe"
"2113445","Apiaceae","37982",-13,"Calibrated radiocarbon years BP",NA,NA,37244,"Author's Chronology","NISP",1,NA,"pollen",311,NA,"Vascular plants","pollen","UPHE",391916,"van Leeuwen, Jacqueline","512842",1,1,NA,"52194","European Pollen Database","pollen",428,-13,NA,"28136","Rålstranda",77.0017,15.2572,NA,"500 m from sea, 35 m N of pond","mire",NA,"REV-1",1984-09-02,"wet moss peat",0,NA,"spade",37244,NA,"Terrestrial","Apiaceae",NA,NA,"Europe"
"484309","Artemisia","37983",9.1,"Calibrated radiocarbon years BP",NA,NA,37245,"Author's Chronology","NISP",1,NA,"pollen",25,NA,"Vascular plants","pollen","UPHE",391939,"van Leeuwen, Jacqueline","512865",2,2,NA,"52196","European Pollen Database","pollen",655.55,9.1,NA,"28137","Dolerittneset",78.075,20.9225,NA,"40 m from sea, 80 m from bird cliff","mire",NA,"DOL-1",1984-08-20,"sheltered against debris by upslope semi-circle of low stones",0,NA,"spade",37245,NA,"Terrestrial","Asteraceae","Artemisia",NA,"Europe"
"1376301","Betula","37984",14.02,"Calibrated radiocarbon years BP",NA,NA,37246,"Author's Chronology","NISP",1,NA,"pollen",29,NA,"Vascular plants","pollen","TRSH",391973,"van Leeuwen, Jacqueline","512896",1,1,NA,"52198","European Pollen Database","pollen",1826.72,14.02,NA,"28138","Anderssonbukta",78.3083,20.6083,NA,"80 m from sea","mire",NA,"AND-1",1984-08-15,NA,0,NA,"spade",37246,NA,"Terrestrial","Betulaceae","Betula",NA,"Europe"
"1321352","Betula","37985",28.57,"Calibrated radiocarbon years BP",NA,NA,37247,"Author's Chronology","NISP",8,NA,"pollen",29,NA,"Vascular plants","pollen","TRSH",392008,"van Leeuwen, Jacqueline","512930",2,2,NA,"52200","European Pollen Database","pollen",1631.25,28.57,NA,"28139","Båtvika",70.9192,-8.7333,NA,"ca. 200 m from sea, ca. 1 km N of core JMK (=Borgsletta)","soil",NA,"JMI",1983-08-07,NA,0,NA,"corer",37247,NA,"Terrestrial","Betulaceae","Betula",NA,"Europe"
"1738132","Amaranthaceae","3707",0,"Radiocarbon years BP",NA,NA,1496,"COHMAP chron 2","NISP",1,NA,"pollen",391,NA,"Vascular plants","pollen","UPHE",46006,"Bogue, Robert D.","63338",600,NA,NA,"3831","North American Pollen Database","pollen",20200,0,NA,"2814","Vestaburg Bog",43.41667,-84.88333,NA,NA,NA,255,"VESTABRG",1963-03-01,"38m northwest of southeast end of lake",5.1,NA,"Hiller corer/plastic tube (3.8cm)",1496,NA,"Lacustrine","Amaranthaceae",NA,NA,"North America"
"1345216","Betula","37986",1.54,"Calibrated radiocarbon years BP",NA,NA,37248,"Author's Chronology","NISP",14,NA,"pollen",29,NA,"Vascular plants","pollen","TRSH",392042,"van Leeuwen, Jacqueline","512971",2,0.6,NA,"52201","European Pollen Database","pollen",692.27,1.54,NA,"28140","Borgsletta",70.9133,-8.7444,NA,"ca. 150 m from sea, ca. 1 km S of core JMI (=Båtvika)","soil",NA,"JMK",1983-08-07,NA,0,NA,"corer",37248,NA,"Soil","Betulaceae","Betula",NA,"Europe"
"352204","Cichorioideae","37987",-3.75,"Calibrated radiocarbon years BP",NA,NA,37249,"Author's Chronology","NISP",1102,NA,"pollen",160,NA,"Vascular plants","pollen","UPHE",392067,"van Leeuwen, Jacqueline","512989",2.25,4.5,NA,"52202","European Pollen Database","pollen",500,-3.75,NA,"28141","Hollendarhaugen",70.9667,-8.6806,NA,"ca. 300 m from sea","soil",NA,"JMF",1983-06-24,NA,0,NA,"corer",37249,NA,"Terrestrial","Asteraceae",NA,NA,"Europe"
"1880329","Brassicaceae","37988",-27.35,"Calibrated radiocarbon years BP",NA,NA,37250,"Author's Chronology","NISP",17,NA,"pollen",420,NA,"Vascular plants","pollen","UPHE",392096,"van Leeuwen, Jacqueline","513018",1,0.8,NA,"52203","European Pollen Database","pollen",24.65,-27.35,NA,"28142","Kvalrossbukta",70.9728,-8.6944,NA,"ca. 10 m from sea","soil",NA,"JMH",1983-06-23,NA,0,NA,"corer",37250,NA,"Terrestrial","Brassicaceae",NA,NA,"Europe"
"3743473","Hedera","37989",-48.1,"Calibrated radiocarbon years BP",NA,NA,37251,"cal yr BP","NISP",1,NA,"pollen",2684,NA,"Vascular plants","pollen","TRSH",392113,"Plunkett, Gill","513049",0.5,NA,NA,"52205","European Pollen Database","pollen",998.8,-48.1,"Data contributed to the EPD/Neotoma by Plunkett, G.","28143","Slieveanorra bog",55.08444,-6.1925,NA,NA,"Bog. Physiography: Upland raised bog in Glendun valley. Surrounding vegetation: Plantation forest, wetland (blanket bog).",NA,"SLIEVBOG",2003-01-01,"near centre of bog",0,NA,"Russian corer. Monolith 0-60cm (5cm)",37251,NA,"Bog","Araliaceae","Hedera",NA,"Europe"
"1743127","Amaranthaceae","37991",14.25926,"Calibrated radiocarbon years BP",NA,NA,37253,"Cal yrs BP","NISP",1,NA,"pollen",391,NA,"Vascular plants","pollen","UPHE",393035,"Barnekow, Lena","516552",1.25,NA,NA,"52214","European Pollen Database","pollen",10258.55,14.25926,"Data submitted by Barnekow, L. to the EPD in 2017 (Landclim Project).","28144","Lake Badsjön",68.34472,18.79667,NA,NA,"Small lake. Physiography: depression in valley. Surrounding vegetation: fen and birch forest.",NA,"BAD5",NA,"deepest part of the lake (water depth = 2.35m)",NA,NA,"Russian sampler (6.5cm)",37253,NA,"Lacustrine","Amaranthaceae",NA,NA,"Europe"
"1792879","Amaranthaceae","37992",-60.04,"Calibrated radiocarbon years BP",NA,NA,37254,"Authors' Chronology","NISP",1,NA,"pollen",391,NA,"Vascular plants","pollen","UPHE",393085,"van Leeuwen, Jacqueline","516604",1,NA,NA,"52216","European Pollen Database","pollen",280.32,-60.04,NA,"28145","Alter Rachelsee",48.9723,13.4001,NA,NA,NA,NA,"ALTRACH",2011-09-28,"Sphagnum magellanicum hummock",0,NA,"spade",37254,NA,"Bog","Amaranthaceae",NA,NA,"Europe"
"1756386","Amaranthaceae","38091",-46.17,"Calibrated radiocarbon years BP",NA,NA,37365,"Authors' Chronology","NISP",2,NA,"pollen",391,NA,"Vascular plants","pollen","UPHE",396541,"van Leeuwen, Jacqueline","520640",1,2,NA,"52425","European Pollen Database","pollen",690.67,-46.17,NA,"28146","Rachelsee",48.9743,13.4014,NA,NA,NA,1071,"RA0",2011-09-11,"northern, shallow basin of lake",1057,NA,"Kajak-HON corer",37365,NA,"Natural Lake","Amaranthaceae",NA,NA,"Europe"
"381850","Cichorioideae","37996",-64,"Calibrated radiocarbon years BP",-48,-79,37257,"BG-FH1_v2_w/outAmbrosia-Bacon","NISP",2,NA,"pollen",160,NA,"Vascular plants","pollen","UPHE",393513,"Finsinger, Walter","517053",1.5,1,"Core2_100-0_2-1","52223","European Pollen Database","pollen",1038,-79,NA,"28147","Biogradsko Forest Hollow #1",42.90155,19.60225,NA,NA,"Forest hollow in a beech-dominated forest area at the outer edge of a fir-beech-spruce old-growth forest.",NA,"BGFH1",2017-01-09,"near to the centre of the basin",0.05,NA,"Russian-type corer (1m x 8cm)",37257,NA,"Natural Lake (Origin Unknown)","Asteraceae",NA,NA,"Europe"
"4832986","Ericales","37997",5047,"Calibrated radiocarbon years BP",5219,4826,37258,"Chronology1","NISP",64,NA,"pollen",848,NA,"Vascular plants","pollen","TRSH",393568,"NA","517096",1,NA,NA,"52225","European Pollen Database","pollen",5972,4826,"Presence was noted for the following species at the following depths:
Abies at 23; Carpinus at 1 and 24; Fagus at 13 and 24; Ilex at 1; Juglans at 3, Picea at 5, 9, 11, 25 and 27; Tilia at 1, 23, 25, 26 and 37; Secale at 1; Fagopyrum at 3; Artemisia at 1, 23, 24 and 25; Tubuliflorae at 5, 20, 23, 24 and 29; Succia at 3, 24, 25, 27, 33 and 35; Ranunculaceae at 35; Typha latifolia at 5; Hedera helix at 7, 23 and 25; Littoria at 15 and 19; Caryophyllaceae at 23, Poaceae (charred seed epidermis) at 13 and 22; Persicaria maculosa at 3; Drosera cf. intermedia at 3 and 31; Lycopodiella inundata at 13, 22, 23 and 27; Monolete verrucate (fern spores) at 15, 19, 22, 29 and 33; Podospora-type (type 368) at 21 and 24; Gelasinospora sp. (type 1) at 11 and 19; Byssothecium circinans (type 16) at 7; Gelasinospora cf. retispora (type 2) at 13, 19, 22 and 25; Type 55B (ascospores) at 5; Zygnema type (type 58) at 3 and 33; Debarya (cf. type 214) at 29 and 35; Zygnema -type (type 62) at 24; Spirogyra (psilate) at 1, 3 and 21; Type 18 at 1 and 35; Type 91 at 1, 3, 5, 7, 9, 11, 13, 15, 17, 20, 21, 22, 23, 27 and 29; Meliola ellisii, ascospores (type 14) at 20; Callidina angusticollis (type 37) at 11 and 21; Type 33 at 10; Gentiana cf. pneumonanthe at 24; Assulina at 11 and 19","28148","Gijzenveen",52.2699,5.14152,NA,NA,"Gijzenveen, a new nature conservation area, is situated at the transition between Het Gooi and the Holocene Holland Peat area (the Netherlands).",NA,"GIJZEN",2013-12-20,NA,NA,NA,"Metal box of 50x10x10 cm",37258,NA,"Fluvial",NA,NA,NA,"Europe"
"5704693","Ericales undiff.","37998",773,"Calibrated radiocarbon years BP",1545,0,37259,"Chronology 1","NISP",31,NA,"pollen",849,NA,"Vascular plants","pollen","TRSH",393785,"NA","517617",1,NA,NA,"52229","European Pollen Database","pollen",7676,0,"Presence of the following species was noted at the following depths: 
Juglans at 20; Erodium at 74; Geranium at 234; Linium at 40 and Linium usitatissimum at 61","28149","Engbertsdijksveen",52.4741,6.66741,NA,NA,"A Holocene peat section of the Engbertsdijksveen in the Netherlands. ",NA,"ENGBER",1972-08-01,NA,NA,NA,"metal box of 100 x 10 x 15 cm or 50 x 10 x 15 cm",37259,NA,"Raised Bog",NA,NA,NA,"Europe"
"438096","Artemisia","2814",253,"Radiocarbon years BP",NA,NA,1319,"NAPD 1","NISP",15,NA,"pollen",25,NA,"Vascular plants","pollen","UPHE",40255,"NA","55445",5,1,NA,"2912","North American Pollen Database","pollen",7500,253,NA,"2815","Baie du Diana",60.78278,-69.83278,NA,NA,"Rock basin in tundra barrens. Physiography: rugged, hilly morainic landscape. Surrounding vegetation: Herb tundra, rock outcrops numerous.",50,"VHC1",1973-08-04,"Center of the lake",3.55,NA,"Livingstone corer (5cm)",1319,NA,"Natural Lake","Asteraceae","Artemisia",NA,"North America"
"4833612","Ericales","38000",NA,NA,NA,NA,NA,NA,"NISP",16,NA,"pollen",848,NA,"Vascular plants","pollen","TRSH",394069,"NA","517888",5560,NA,NA,"52231","European Pollen Database","pollen",NA,NA,NA,"28150","Lilbosch",51.08417,5.91396,NA,"See also: https://www.dinoloket.nl/ondergrondgegevens. To find this core, fill in the core name (B60B0022) in the search bar.","The pollen diagram shows for the greater part the pollen association characteristic of the Pliocene. Core also includes the plio-pleistocene boundary.",NA,"LILB",1956-01-01,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,"Europe"
"1744884","Amaranthaceae","38005",-57,"Calibrated radiocarbon years BP",NA,NA,37263,"cal yr BP","NISP",1,NA,"pollen",391,NA,"Vascular plants","pollen","UPHE",394186,"Jouffroy-Bapicot, Isabelle","518005",0,NA,NA,"52238","European Pollen Database","pollen",12924,-57,"Data contributed by Jouffroy-Bapicot, I. to the EPD.","28151","Plateau de Prémery",47.19861,3.30306,NA,NA,"Little bog in forest. Physiography: Karstic depression in plateau (doline). Surrounding vegetation: Quercus forest.",NA,"PRE07",2007-01-01,"in the forest",NA,NA,"GYK Russian corer",37262,NA,"Bog","Amaranthaceae",NA,NA,"Europe"
"1781315","Amaranthaceae","38010",8015,"Calibrated radiocarbon years BP",NA,NA,37268,"14C cal. BP","NISP",6,NA,"pollen",391,NA,"Vascular plants","pollen","UPHE",394572,"Giardini, Marco","518306",152,NA,NA,"52246","European Pollen Database","pollen",12629,8015,"Data contributed by Woodbridge, J. to the EPD.","28153","Lago di Stracciaccapa",42.13,12.32194,NA,NA,"Drained lake. Physiography: cratere. Surrounding vegetation: Quercus,Ligustrum,Buglossoides,Lonicera.",NA,"STRACCIA",NA,"centre of the former lake bed",NA,NA,"piston corer",37267,NA,"Explosion Crater Lake","Amaranthaceae",NA,NA,"Europe"
"4663901","Amaranthaceae undiff.","38012",-50,"Calendar years BP",NA,NA,37271,"Cal yrs BP","NISP",49,NA,"pollen",54,NA,"Vascular plants","pollen","UPHE",394611,"Eastwood, Warren J.","518433",1.2,NA,NA,"52250","European Pollen Database","pollen",2000,302,"Data contributed by Woodbridge, J. to the EPD.","28154","Nar Gölü",38.34,34.45639,NA,"Archaeological sites around.","Lake. Physiography: crater lake in mountain. Surrounding vegetation: steppe-forest and arable farming.",NA,"NAR0102",2001-01-01,"deepest part of the lake (water depth = 26m)",26,NA,"Livingstone corer",37271,NA,"Lacustrine","Amaranthaceae",NA,NA,"Europe"
"6892598","Pistacia","38013",140,"Calibrated radiocarbon years BP",NA,NA,37273,"Age BP","NISP",1,NA,"pollen",388,NA,"Vascular plants","pollen","TRSH",394699,"Langgut, Dafna","518519",2,NA,NA,"52251","European Pollen Database","pollen",85850,140,"Data contributed by Woodbridge, J. to the EPD.","28155","Levantine Basin",32.03333,34.28333,NA,"South Eastern Mediterranean Sea","Marine site. Physiography: basin. Surrounding vegetation: Quercus, Olea, Pistacia, Pinus.",NA,"MD9509",1995-02-01,"South Eastern Levatine Basin (water depth = 884m)",884,NA,"R/V Parion Dufresne mission",37273,NA,"Deep Sea Benthic","Anacardiaceae","Pistacia",NA,"Europe"
"1722445","Amaranthaceae","38015",36.16162,"Calibrated radiocarbon years BP",NA,NA,37277,"Cal yr BP","NISP",1,NA,"pollen",391,NA,"Vascular plants","pollen","UPHE",394853,"Wieckowska-Lüth, Magdalena","518680",2,NA,NA,"52255","European Pollen Database","pollen",10508.59,36.16162,"Data contributed by Wieckowska-Lüth, M. to the EPD.","28157","Lake Skogstjern",59.00694,9.63833,NA,NA,"Lake. Physiography: proximal side of the Ra-moraine. Surrounding vegetation: Picea, Pinus, Betula, Populus.",NA,"SKOGSTJE",2013-01-01,"deepest part of the lake (water depth = 4.1m)",NA,NA,"Usinger-type piston corer (8cm)",37276,NA,"Lacustrine","Amaranthaceae",NA,NA,"Europe"
"1756002","Amaranthaceae","38016",203,"Calibrated radiocarbon years BP",NA,NA,37279,"Cal yr BP","NISP",140,NA,"pollen",391,NA,"Vascular plants","pollen","UPHE",395095,"Dörfler, Walter","518929",10,NA,NA,"52257","European Pollen Database","pollen",5850,203,"Data contributed by Wieckowska-Lüth, M. to the EPD.","28158","Tecer Gölü",39.43139,37.08361,NA,NA,"Lake. Physiography: tectonic depression. Surrounding vegetation: cultivated fields.",NA,"TECERGOL",2002-07-01,"centre of the lake",0.8,NA,"percussion (Mingram 2007). Diametre: 8.2cm.",37278,NA,"Lacustrine","Amaranthaceae",NA,NA,"Europe"
"1724605","Amaranthaceae","38017",NA,NA,NA,NA,NA,NA,"NISP",4,NA,"pollen",391,NA,"Vascular plants","pollen","UPHE",395186,"Dörfler, Walter","518996",62,NA,NA,"52258","European Pollen Database","pollen",NA,NA,"Data contributed by Wieckowska-Lüth, M. to the EPD.","28159","Suppitassu Gölü",39.28528,36.915,NA,"close to archaeological sites","Lake. Physiography: top of mountain. Surrounding vegetation: shrubs and cultivated fields.",NA,"SUPITASU",NA,"Centre of the lake",0.7,NA,NA,NA,NA,"Lacustrine","Amaranthaceae",NA,NA,"Europe"
